"Response ID","Survey ID","Survey Title","Response Type","Respondent Email","Submitted Date","Submitted Time","Response Data","Call SID","Metadata"
"MCbr4eizlYUwMe2yBMSU7","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","emily.davis@startup.io","6/11/2025","3:50:00 PM","How satisfied are you with our service?: Very satisfied, 8 out of 10 | What can we improve?: Maybe improve response time | Would you recommend us to others?: Yes, definitely | Any additional comments?: Great service overall","CAcoixhdtzC8PjwFRyjcLacLXvJiUCh8LE","{""extractedFrom"":""CAcoixhdtzC8PjwFRyjcLacLXvJiUCh8LE.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":70}"
"gfbyKeFiCZAomg046eaI1","survey-product-feedback","Product Feedback Survey","voice-extracted","john.doe@email.com","6/10/2025","2:03:00 PM","How easy was it to use our product?: Pretty simple, 7 | What features do you use most?: Analytics features | What features are missing?: More integrations | Overall rating: 7","CARjWnrbzsBkNqjdsni5IzuSmDPISTRXeP","{""extractedFrom"":""CARjWnrbzsBkNqjdsni5IzuSmDPISTRXeP.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":189}"
"cDjeziOP18tnO3w52-Ink","survey-product-feedback","Product Feedback Survey","voice-extracted","lisa.brown@agency.net","6/10/2025","8:04:00 AM","How easy was it to use our product?: Pretty simple, 7 | What features do you use most?: Analytics features | What features are missing?: More integrations | Overall rating: 7","CA5IgwkFt99StknvyNJqbGrikKNrkEArnN","{""extractedFrom"":""CA5IgwkFt99StknvyNJqbGrikKNrkEArnN.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":52}"
"hp1LAGJV2nJyNCoUBMvYm","survey-market-research","Market Research Survey","anonymous","Anonymous","6/10/2025","5:19:00 AM","Which brands do you prefer?: Premium luxury brands | How often do you shop online?: Occasional purchases | What influences your buying decisions?: Quality and exclusivity | Price sensitivity rating: Not price sensitive","",""
"8hdmBmqrv-ZncHK_QopdV","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","6/10/2025","12:15:00 AM","How satisfied are you with our service?: Very professional service | What can we improve?: Nothing major to | Would you recommend us to others?: Absolutely recommend | Any additional comments?: Excellent experience","",""
"VI6FtoG4_nOxrtFXXBCNe","survey-employee-engagement","Employee Engagement Survey","voice-extracted","alex.jones@consulting.biz","6/9/2025","8:13:00 PM","How engaged do you feel at work?: Moderately engaged, 7 | What motivates you most?: Recognition | How is your work-life balance?: Good, 7 | Suggestions for improvement?: Better work flexibility","CANyeUCDyDpfp5Yjbx3iwWYQb1iPNXQC1J","{""extractedFrom"":""CANyeUCDyDpfp5Yjbx3iwWYQb1iPNXQC1J.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":61}"
"8lAdi-_AEvstulLIyjNa5","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","sarah.smith@company.com","6/9/2025","6:21:00 AM","How satisfied are you with our service?: Extremely happy, 10/10 | What can we improve?: Nothing really | Would you recommend us to others?: Absolutely | Any additional comments?: Amazing experience","CArjcUu6TNl2KSSsxVjkituoWfY3jxbKIz","{""extractedFrom"":""CArjcUu6TNl2KSSsxVjkituoWfY3jxbKIz.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":170}"
"SA5VpG06zCm9qsxnbrT30","survey-product-feedback","Product Feedback Survey","voice-extracted","ryan.miller@tech.co","6/9/2025","12:16:00 AM","How easy was it to use our product?: Really easy, 9 out of 10 | What features do you use most?: Dashboard and reporting | What features are missing?: Better mobile app | Overall rating: 8","CA0IE6RpxSRy32jVHCk1OOqaYyNRjyzoJD","{""extractedFrom"":""CA0IE6RpxSRy32jVHCk1OOqaYyNRjyzoJD.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":106}"
"upZMW-DKcAHHugb_DGitz","survey-event-feedback","Event Feedback Survey","voice-extracted","Anonymous","6/8/2025","11:16:00 PM","How was the overall event experience?: Good, 7 | Which session did you enjoy most?: Networking session | How was the venue?: Nice location, 7 | Would you attend future events?: Probably","CAbP2BZK8vFh8VlScBN1QJihybekhdhHVA","{""extractedFrom"":""CAbP2BZK8vFh8VlScBN1QJihybekhdhHVA.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":112}"
"rjHFyYJZpyYsZ5m_4tYY6","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","6/8/2025","8:54:00 PM","How satisfied are you with our service?: Good overall experience | What can we improve?: Faster response times | Would you recommend us to others?: Yes, likely to | Any additional comments?: Professional team","",""
"LJ6KaUNyR3NW6JCpj_yg2","survey-product-feedback","Product Feedback Survey","text","lisa.brown@agency.net","6/8/2025","7:27:00 PM","How easy was it to use our product?: Very user-friendly interface | What features do you use most?: Dashboard, reports, analytics | What features are missing?: Better API documentation | Overall rating: Excellent product overall","",""
"BCRCBgRx2iqM8-rSOBA-W","survey-market-research","Market Research Survey","text","david.wilson@enterprise.com","6/8/2025","4:29:00 PM","Which brands do you prefer?: Premium luxury brands | How often do you shop online?: Occasional purchases | What influences your buying decisions?: Quality and exclusivity | Price sensitivity rating: Not price sensitive","",""
"K769Kh8UimISeEV0Lk7wM","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","lisa.brown@agency.net","6/8/2025","3:44:00 AM","How satisfied are you with our service?: Very pleased, 9 | What can we improve?: Faster delivery | Would you recommend us to others?: Yes | Any additional comments?: Excellent quality","CARUxUrTiTcfxtRkU7YvsE7RqvZBj07YLP","{""extractedFrom"":""CARUxUrTiTcfxtRkU7YvsE7RqvZBj07YLP.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":158}"
"5kzf-0C4wbw3bhtXVHlVE","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","6/7/2025","10:21:00 PM","How satisfied are you with our service?: Satisfied with the | What can we improve?: Better mobile experience | Would you recommend us to others?: Definitely recommend | Any additional comments?: Keep improving","",""
"_QvVvz24gKXYOXejCgtL9","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","mike.johnson@business.org","6/7/2025","3:59:00 PM","How satisfied are you with our service?: Very satisfied, 8 out of 10 | What can we improve?: Maybe improve response time | Would you recommend us to others?: Yes, definitely | Any additional comments?: Great service overall","CAcMvJwb21cDUrBx6Ft0YKwhuDVeZCxxv3","{""extractedFrom"":""CAcMvJwb21cDUrBx6Ft0YKwhuDVeZCxxv3.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":136}"
"c4vZVFZiN5AXf4KFAZy3S","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","john.doe@email.com","6/7/2025","6:09:00 AM","How satisfied are you with our service?: Very pleased, 9 | What can we improve?: Faster delivery | Would you recommend us to others?: Yes | Any additional comments?: Excellent quality","CAxpXuShsdjiDHoHYW8q5ADZXS1P9nnjrh","{""extractedFrom"":""CAxpXuShsdjiDHoHYW8q5ADZXS1P9nnjrh.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":86}"
"1AE7lQHkJ7JShQge6vjwK","survey-market-research","Market Research Survey","voice-extracted","ryan.miller@tech.co","6/7/2025","2:48:00 AM","Which brands do you prefer?: Nike and Adidas | How often do you shop online?: Daily | What influences your buying decisions?: Price and brand | Price sensitivity rating: 8","CA3N7iECBVffsxJHbciGEtfjzgqEVBPUwe","{""extractedFrom"":""CA3N7iECBVffsxJHbciGEtfjzgqEVBPUwe.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":131}"
"o-Jilv8oliHQ7es-nEX7V","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","david.wilson@enterprise.com","6/7/2025","2:20:00 AM","How satisfied are you with our service?: Very pleased, 9 | What can we improve?: Faster delivery | Would you recommend us to others?: Yes | Any additional comments?: Excellent quality","CA4RVU7Q7PIzt9856ZGgODIooJLyMqvy6Z","{""extractedFrom"":""CA4RVU7Q7PIzt9856ZGgODIooJLyMqvy6Z.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":95}"
"DAnY6o0DscSd2xS6uF8_7","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","Anonymous","6/7/2025","1:05:00 AM","How satisfied are you with our service?: Pretty good, around 7 | What can we improve?: Better communication needed | Would you recommend us to others?: Probably | Any additional comments?: Keep up the good work","CA1dIeQrKlTHbIl6rbX4Q9LMvGJ6Ex5EqS","{""extractedFrom"":""CA1dIeQrKlTHbIl6rbX4Q9LMvGJ6Ex5EqS.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":85}"
"3CMDzwArajM_Ujli-4-VJ","survey-event-feedback","Event Feedback Survey","anonymous","Anonymous","6/7/2025","12:32:00 AM","How was the overall event experience?: Average event experience | Which session did you enjoy most?: Panel discussions | How was the venue?: Venue was adequate | Would you attend future events?: Maybe will attend","",""
"OzqOF6O_IDGIenlZE8T-w","survey-event-feedback","Event Feedback Survey","anonymous","Anonymous","6/6/2025","2:44:00 AM","How was the overall event experience?: Excellent organization and | Which session did you enjoy most?: Technical workshops were | How was the venue?: Venue was perfect | Would you attend future events?: Absolutely will attend","",""
"9InjGz-Pw2zywIN7ko2NJ","survey-product-feedback","Product Feedback Survey","text","alex.jones@consulting.biz","6/5/2025","4:19:00 PM","How easy was it to use our product?: Very user-friendly interface | What features do you use most?: Dashboard, reports, analytics | What features are missing?: Better API documentation | Overall rating: Excellent product overall","",""
"UeSWDo_xmJVANhbtxIX2u","survey-event-feedback","Event Feedback Survey","text","mike.johnson@business.org","6/5/2025","8:46:00 AM","How was the overall event experience?: Outstanding event, very well organized | Which session did you enjoy most?: The main keynote presentation | How was the venue?: Perfect venue and setup | Would you attend future events?: Definitely attending future events","",""
"tKDFSbbbRkw81BoZJ1ygz","survey-product-feedback","Product Feedback Survey","voice-extracted","mike.johnson@business.org","6/5/2025","1:16:00 AM","How easy was it to use our product?: Really easy, 9 out of 10 | What features do you use most?: Dashboard and reporting | What features are missing?: Better mobile app | Overall rating: 8","CAlwiTYl2cYMUsdXZTGj5M9AmobBck14kF","{""extractedFrom"":""CAlwiTYl2cYMUsdXZTGj5M9AmobBck14kF.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":150}"
"rhUQsh6easEMR1mxm_cQu","survey-event-feedback","Event Feedback Survey","text","mike.johnson@business.org","6/4/2025","6:53:00 PM","How was the overall event experience?: Good event overall | Which session did you enjoy most?: Networking opportunities | How was the venue?: Nice location and facilities | Would you attend future events?: Likely to attend again","",""
"45ih3jyb1IIAeggNsbS8v","survey-product-feedback","Product Feedback Survey","voice-extracted","sarah.smith@company.com","6/4/2025","4:11:00 AM","How easy was it to use our product?: Really easy, 9 out of 10 | What features do you use most?: Dashboard and reporting | What features are missing?: Better mobile app | Overall rating: 8","CAMDZfry9xC9gbD3MTSrv05QbqXsERlVw8","{""extractedFrom"":""CAMDZfry9xC9gbD3MTSrv05QbqXsERlVw8.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":65}"
"_7oZTuo9zzyTrFa4oY636","survey-product-feedback","Product Feedback Survey","voice-extracted","mike.johnson@business.org","6/3/2025","3:05:00 PM","How easy was it to use our product?: Could be better, 6 | What features do you use most?: Basic features only | What features are missing?: Better documentation | Overall rating: 6","CAMIfZoGEZrJq9rWlQ5Z2SP7WitHt7Sawx","{""extractedFrom"":""CAMIfZoGEZrJq9rWlQ5Z2SP7WitHt7Sawx.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":134}"
"hFcXwCI7EmhsQ3WN8kee_","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","john.doe@email.com","6/2/2025","3:56:00 PM","How satisfied are you with our service?: Pretty good, around 7 | What can we improve?: Better communication needed | Would you recommend us to others?: Probably | Any additional comments?: Keep up the good work","CAEo5PlOom1osKJ9OzIdbxBacZCVeVAGGn","{""extractedFrom"":""CAEo5PlOom1osKJ9OzIdbxBacZCVeVAGGn.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":176}"
"pJ4f4KTcQGzYp5ooG8xvy","survey-event-feedback","Event Feedback Survey","text","ryan.miller@tech.co","6/2/2025","3:29:00 AM","How was the overall event experience?: Good event overall | Which session did you enjoy most?: Networking opportunities | How was the venue?: Nice location and facilities | Would you attend future events?: Likely to attend again","",""
"io9qpw0D0IGaNtv4KtYPF","survey-employee-engagement","Employee Engagement Survey","voice-extracted","ryan.miller@tech.co","5/31/2025","10:34:00 AM","How engaged do you feel at work?: Highly engaged, 9 | What motivates you most?: Challenging projects | How is your work-life balance?: Great, 8 | Suggestions for improvement?: More team events","CAII7ywY9axnekNCV4QmyYfty8iLfANXIT","{""extractedFrom"":""CAII7ywY9axnekNCV4QmyYfty8iLfANXIT.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":93}"
"wWRRbUqw4uvuEWpH5v3vk","survey-product-feedback","Product Feedback Survey","voice-extracted","john.doe@email.com","5/31/2025","12:48:00 AM","How easy was it to use our product?: Pretty simple, 7 | What features do you use most?: Analytics features | What features are missing?: More integrations | Overall rating: 7","CAeJk2mvcHBC2V9BtKg1TvkHcp4koYKMyS","{""extractedFrom"":""CAeJk2mvcHBC2V9BtKg1TvkHcp4koYKMyS.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":101}"
"FTh1klR5roW6zRiHkyCM5","survey-event-feedback","Event Feedback Survey","text","david.wilson@enterprise.com","5/30/2025","8:54:00 PM","How was the overall event experience?: Average event experience | Which session did you enjoy most?: Panel discussions | How was the venue?: Venue was adequate | Would you attend future events?: Maybe will attend","",""
"f-5yp_Qf_ojeY6vWNfEZr","survey-market-research","Market Research Survey","anonymous","Anonymous","5/30/2025","5:25:00 AM","Which brands do you prefer?: Local and sustainable | How often do you shop online?: Monthly purchases | What influences your buying decisions?: Environmental impact | Price sensitivity rating: Less price sensitive","",""
"YvDO_snlW147OolNUA2TC","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","5/29/2025","11:56:00 AM","How satisfied are you with our service?: Very professional service | What can we improve?: Nothing major to | Would you recommend us to others?: Absolutely recommend | Any additional comments?: Excellent experience","",""
"Lr2mXbrzkUlkozDEp_bLa","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","5/29/2025","9:25:00 AM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work | What features are missing?: More advanced features | Overall rating: Does what we","",""
"lED9dbKSpl1C_oeSGHcYk","survey-employee-engagement","Employee Engagement Survey","voice-extracted","david.wilson@enterprise.com","5/29/2025","8:33:00 AM","How engaged do you feel at work?: Very engaged, 8 | What motivates you most?: Learning opportunities | How is your work-life balance?: Excellent, 9 | Suggestions for improvement?: Nothing specific","CAGw54EC07LkFa2zvTUebIGpg8n0mbdtvW","{""extractedFrom"":""CAGw54EC07LkFa2zvTUebIGpg8n0mbdtvW.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":196}"
"9miuVZuiN0_Qt1rdIOiSl","survey-product-feedback","Product Feedback Survey","text","sarah.smith@company.com","5/28/2025","3:44:00 PM","How easy was it to use our product?: Very user-friendly interface | What features do you use most?: Dashboard, reports, analytics | What features are missing?: Better API documentation | Overall rating: Excellent product overall","",""
"ctmjHBRy3yaYu8SBsu9ef","survey-employee-engagement","Employee Engagement Survey","text","emily.davis@startup.io","5/28/2025","1:07:00 PM","How engaged do you feel at work?: Very engaged and motivated | What motivates you most?: Challenging work and growth opportunities | How is your work-life balance?: Excellent work-life balance | Suggestions for improvement?: More team building activities","",""
"QpcDwJXfbleLm67zrEmAJ","survey-product-feedback","Product Feedback Survey","voice-extracted","alex.jones@consulting.biz","5/28/2025","9:43:00 AM","How easy was it to use our product?: Excellent, 10 | What features do you use most?: Everything | What features are missing?: Nothing missing | Overall rating: 10","CAmursuuhMm1BPLBOHFDA7SqHgydWKGTvq","{""extractedFrom"":""CAmursuuhMm1BPLBOHFDA7SqHgydWKGTvq.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":125}"
"fJcp3Ei8h4qeluDkNNdn7","survey-market-research","Market Research Survey","text","amanda.garcia@design.studio","5/27/2025","7:17:00 AM","Which brands do you prefer?: Apple, Microsoft, Google | How often do you shop online?: Several times per week | What influences your buying decisions?: Product reviews and recommendations | Price sensitivity rating: Moderately price sensitive","",""
"4XUGrwF-o3b8xDSJgYM7H","survey-market-research","Market Research Survey","text","emily.davis@startup.io","5/27/2025","12:23:00 AM","Which brands do you prefer?: Amazon, Walmart, Target | How often do you shop online?: Weekly shopping trips | What influences your buying decisions?: Convenience and price | Price sensitivity rating: Very price sensitive","",""
"ZAsJkWm9N0Wf16G3U17f4","survey-market-research","Market Research Survey","anonymous","Anonymous","5/26/2025","6:54:00 PM","Which brands do you prefer?: Local and sustainable | How often do you shop online?: Monthly purchases | What influences your buying decisions?: Environmental impact | Price sensitivity rating: Less price sensitive","",""
"N68IcN1bntTp2moLPlNtQ","survey-product-feedback","Product Feedback Survey","text","alex.jones@consulting.biz","5/25/2025","11:54:00 PM","How easy was it to use our product?: Easy to learn and use | What features do you use most?: User management features | What features are missing?: More customization options | Overall rating: Great tool for our needs","",""
"FQ-BUbO2vHyRYJMchJLV6","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","amanda.garcia@design.studio","5/24/2025","6:55:00 AM","How satisfied are you with our service?: Extremely happy, 10/10 | What can we improve?: Nothing really | Would you recommend us to others?: Absolutely | Any additional comments?: Amazing experience","CAChqQERMVw3SPyqzi4QDTbr4JG1cwwpXx","{""extractedFrom"":""CAChqQERMVw3SPyqzi4QDTbr4JG1cwwpXx.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":31}"
"urVu7SrXTnTwD6DHA8hBD","survey-customer-satisfaction","Customer Satisfaction Survey","text","ryan.miller@tech.co","5/24/2025","3:43:00 AM","How satisfied are you with our service?: Above average service | What can we improve?: More payment options | Would you recommend us to others?: Would recommend | Any additional comments?: Good value for money","",""
"VxvZU6XJZWxl1LO7Ymli_","survey-event-feedback","Event Feedback Survey","voice-extracted","emily.davis@startup.io","5/23/2025","12:27:00 AM","How was the overall event experience?: Okay, 6 | Which session did you enjoy most?: Panel discussion | How was the venue?: Decent, 6 | Would you attend future events?: Maybe","CABdsOeW7NGaeUisoE1CThJgQMRwNt0CoT","{""extractedFrom"":""CABdsOeW7NGaeUisoE1CThJgQMRwNt0CoT.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":172}"
"VxyjT7hqqQaz0R2fKJJSo","survey-product-feedback","Product Feedback Survey","text","amanda.garcia@design.studio","5/22/2025","5:01:00 PM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work well | What features are missing?: More advanced features | Overall rating: Does what we need","",""
"-jaQtT8kc18vMmjkHXj_S","survey-product-feedback","Product Feedback Survey","text","david.wilson@enterprise.com","5/22/2025","12:39:00 PM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work well | What features are missing?: More advanced features | Overall rating: Does what we need","",""
"dkfOsFQpAtKsLx6vjDrNO","survey-employee-engagement","Employee Engagement Survey","anonymous","Anonymous","5/22/2025","2:01:00 AM","How engaged do you feel at work?: Very engaged and | What motivates you most?: Challenging work and | How is your work-life balance?: Excellent work-life balance | Suggestions for improvement?: More team building","",""
"rpbxP5QD8x5bQJKuZh_v0","survey-customer-satisfaction","Customer Satisfaction Survey","text","david.wilson@enterprise.com","5/21/2025","2:20:00 AM","How satisfied are you with our service?: Satisfied with the service quality | What can we improve?: Better mobile experience | Would you recommend us to others?: Definitely recommend | Any additional comments?: Keep improving","",""
"fXeFGniuNtpNd8A3PnHyu","survey-customer-satisfaction","Customer Satisfaction Survey","text","john.doe@email.com","5/20/2025","7:40:00 PM","How satisfied are you with our service?: Above average service | What can we improve?: More payment options | Would you recommend us to others?: Would recommend | Any additional comments?: Good value for money","",""
"UqO6FbSQ0JK9WDNCVsw6N","survey-product-feedback","Product Feedback Survey","text","sarah.smith@company.com","5/20/2025","12:50:00 PM","How easy was it to use our product?: Easy to learn and use | What features do you use most?: User management features | What features are missing?: More customization options | Overall rating: Great tool for our needs","",""
"v04eadmNXK_ecpPTujlY4","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","5/20/2025","5:01:00 AM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work | What features are missing?: More advanced features | Overall rating: Does what we","",""
"7F7Zq6LU4ergbwpUdWsEZ","survey-market-research","Market Research Survey","voice-extracted","lisa.brown@agency.net","5/19/2025","1:32:00 PM","Which brands do you prefer?: Nike and Adidas | How often do you shop online?: Daily | What influences your buying decisions?: Price and brand | Price sensitivity rating: 8","CA9jP3QRm96UHRdYAPlQwES88dbAiQ4oEJ","{""extractedFrom"":""CA9jP3QRm96UHRdYAPlQwES88dbAiQ4oEJ.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":109}"
"A-OvIZisZy_csStuNROeB","survey-customer-satisfaction","Customer Satisfaction Survey","text","lisa.brown@agency.net","5/19/2025","7:20:00 AM","How satisfied are you with our service?: Above average service | What can we improve?: More payment options | Would you recommend us to others?: Would recommend | Any additional comments?: Good value for money","",""
"kxX_KlWGZ6H72q3SYNUOI","survey-event-feedback","Event Feedback Survey","text","john.doe@email.com","5/18/2025","12:20:00 PM","How was the overall event experience?: Great learning experience | Which session did you enjoy most?: Interactive sessions | How was the venue?: Excellent venue choice | Would you attend future events?: Yes, planning to attend","",""
"CIfLUCJFsAKOeHWPNCAYr","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","jessica.taylor@nonprofit.org","5/18/2025","7:24:00 AM","How satisfied are you with our service?: Extremely happy, 10/10 | What can we improve?: Nothing really | Would you recommend us to others?: Absolutely | Any additional comments?: Amazing experience","CAOH4P7QSueggVQ9MCt5tPOiNp4A4syaFv","{""extractedFrom"":""CAOH4P7QSueggVQ9MCt5tPOiNp4A4syaFv.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":119}"
"rTngUM-WdQikZgByjG13a","survey-customer-satisfaction","Customer Satisfaction Survey","text","david.wilson@enterprise.com","5/18/2025","3:12:00 AM","How satisfied are you with our service?: Excellent service, very happy with everything | What can we improve?: Could improve website navigation | Would you recommend us to others?: Yes, I recommend to everyone | Any additional comments?: Thank you for great support","",""
"rOfjdmNncDpUE0B6KCVX6","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","5/16/2025","10:49:00 PM","How easy was it to use our product?: Very user-friendly interface | What features do you use most?: Dashboard, reports, analytics | What features are missing?: Better API documentation | Overall rating: Excellent product overall","",""
"RTiXL6ZCfrnsjsb5QlzK-","survey-employee-engagement","Employee Engagement Survey","anonymous","Anonymous","5/15/2025","2:18:00 AM","How engaged do you feel at work?: Moderately engaged | What motivates you most?: Recognition and feedback | How is your work-life balance?: Good balance overall | Suggestions for improvement?: Better communication from","",""
"kLvvFDBFSjNHL-BpPzrzE","survey-market-research","Market Research Survey","anonymous","Anonymous","5/14/2025","2:15:00 AM","Which brands do you prefer?: Nike, Adidas, Under | How often do you shop online?: Almost daily | What influences your buying decisions?: Brand reputation and | Price sensitivity rating: Somewhat price sensitive","",""
"ihSWUcQ4_PM-4FT1YF-Jh","survey-market-research","Market Research Survey","anonymous","Anonymous","5/13/2025","10:08:00 PM","Which brands do you prefer?: Apple, Microsoft, Google | How often do you shop online?: Several times per | What influences your buying decisions?: Product reviews and | Price sensitivity rating: Moderately price sensitive","",""
"xZBMOR0AQMiZS0Xe4SoZj","survey-product-feedback","Product Feedback Survey","text","mike.johnson@business.org","5/13/2025","12:11:00 PM","How easy was it to use our product?: Easy to learn and use | What features do you use most?: User management features | What features are missing?: More customization options | Overall rating: Great tool for our needs","",""
"Lp61U-RPrY4EfMugL8Ngr","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","lisa.brown@agency.net","5/11/2025","1:55:00 PM","How satisfied are you with our service?: Very pleased, 9 | What can we improve?: Faster delivery | Would you recommend us to others?: Yes | Any additional comments?: Excellent quality","CAtMXTQxCYhwQIEBeD1r5vP7uzBXacB4Q1","{""extractedFrom"":""CAtMXTQxCYhwQIEBeD1r5vP7uzBXacB4Q1.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":70}"
"vT3ZWc5grYCZ-hpwcdcI_","survey-product-feedback","Product Feedback Survey","voice-extracted","Anonymous","5/11/2025","6:58:00 AM","How easy was it to use our product?: Very intuitive, 8 | What features do you use most?: User management | What features are missing?: Advanced filtering | Overall rating: 8","CAy5bp22rfmRfj2uQBzEy7KmugQPHceWNZ","{""extractedFrom"":""CAy5bp22rfmRfj2uQBzEy7KmugQPHceWNZ.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":88}"
"WQOoUiYA_vMM2PXznD6sD","survey-employee-engagement","Employee Engagement Survey","anonymous","Anonymous","5/11/2025","6:31:00 AM","How engaged do you feel at work?: Highly engaged at | What motivates you most?: Meaningful projects | How is your work-life balance?: Great flexibility | Suggestions for improvement?: Continue current practices","",""
"SJhn4oXA4iO8_7ksznTs-","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","5/10/2025","12:20:00 PM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work | What features are missing?: More advanced features | Overall rating: Does what we","",""
"yeEiaVxHMKfllHkZfZ3nS","survey-employee-engagement","Employee Engagement Survey","text","jessica.taylor@nonprofit.org","5/10/2025","11:39:00 AM","How engaged do you feel at work?: Somewhat engaged | What motivates you most?: Career development opportunities | How is your work-life balance?: Could be better | Suggestions for improvement?: More learning opportunities","",""
"sjuS_IhlSXh3SuiTWx8ye","survey-event-feedback","Event Feedback Survey","anonymous","Anonymous","5/10/2025","7:07:00 AM","How was the overall event experience?: Outstanding event, very | Which session did you enjoy most?: The main keynote | How was the venue?: Perfect venue and | Would you attend future events?: Definitely attending future","",""
"LLM4A74ujcvQdT7nQ13Y4","survey-market-research","Market Research Survey","voice-extracted","ryan.miller@tech.co","5/9/2025","8:09:00 AM","Which brands do you prefer?: Nike and Adidas | How often do you shop online?: Daily | What influences your buying decisions?: Price and brand | Price sensitivity rating: 8","CA8O4m12mBNhfi0VIfvo0XaB58N1vZ0mRN","{""extractedFrom"":""CA8O4m12mBNhfi0VIfvo0XaB58N1vZ0mRN.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":124}"
"LGhIWzH9RrYycH6n8x6XN","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","5/7/2025","8:07:00 PM","How easy was it to use our product?: Excellent user experience | What features do you use most?: All features are | What features are missing?: Nothing missing | Overall rating: Perfect for our","",""
"U2pq97sVKmugzhi8Nvbz3","survey-product-feedback","Product Feedback Survey","voice-extracted","lisa.brown@agency.net","5/7/2025","9:42:00 AM","How easy was it to use our product?: Pretty simple, 7 | What features do you use most?: Analytics features | What features are missing?: More integrations | Overall rating: 7","CAdMPSs1HsKRatwArVRDlD5IYIGBwbniud","{""extractedFrom"":""CAdMPSs1HsKRatwArVRDlD5IYIGBwbniud.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":184}"
"quiVo1fKH8eiZ6oL7sCSt","survey-employee-engagement","Employee Engagement Survey","voice-extracted","jessica.taylor@nonprofit.org","5/7/2025","6:23:00 AM","How engaged do you feel at work?: Very engaged, 8 | What motivates you most?: Learning opportunities | How is your work-life balance?: Excellent, 9 | Suggestions for improvement?: Nothing specific","CA1wAyhZUpSOHscsFZ3JvUszlrGNi5Ea6Z","{""extractedFrom"":""CA1wAyhZUpSOHscsFZ3JvUszlrGNi5Ea6Z.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":89}"
"qjuNXKrDLauaPOYojMNcU","survey-employee-engagement","Employee Engagement Survey","anonymous","Anonymous","5/6/2025","6:00:00 PM","How engaged do you feel at work?: Somewhat engaged | What motivates you most?: Career development opportunities | How is your work-life balance?: Could be better | Suggestions for improvement?: More learning opportunities","",""
